Date,ABC,DEF,GHI,JKL,MNO,PQR,STU,VWX,XYZ,ZAB,mkt,date2,rf,rm,hml,smb
6/14/1993,11.65523775,24.49725321,55.75494254,19.54874355,15.59589041,32.16027368,10.01021959,51.77208931,40.51660574,24.79080407,104.715818,6/14/1993,1.1,0.141,-0.1,-0.02
6/15/1993,11.39623246,24.74980221,55.0394804,18.60560241,15.59589041,31.97650069,9.881756757,50.80191388,40.51660574,24.39729924,104.5912803,6/15/1993,1.1,-0.119,0.21,0.51
6/16/1993,11.39623246,24.60949721,54.47733158,19.09146299,14.8869863,32.16027368,10.01021959,49.83173844,40.37241853,23.23191956,104.7493324,6/16/1993,1.1,0.151,-0.05,-0.28
6/17/1993,11.520555,24.74980221,54.47733158,18.60560241,15.47679452,32.16027368,9.763175676,50.80191388,40.22823132,22.85354954,104.9810845,6/17/1993,1.1,0.221,0.32,-0.26
6/18/1993,11.39623246,24.74980221,53.60855612,18.11974182,15.12328767,32.16027368,9.387668919,49.9199362,40.37241853,23.11084116,104.0831591,6/18/1993,1.1,-0.859,0.66,0.48
6/25/1993,11.39623246,24.74980221,53.40413837,19.61748386,14.76789041,31.6182466,9.535312467,50.09387326,41.06849472,23.11084116,104.4491329,6/25/1993,1.1,0.351,-0.38,0.23
6/28/1993,11.89641134,25.11667499,54.32401826,19.61748386,15.00608219,31.6182466,10.00285037,50.7896215,40.65084901,24.07312462,105.4577276,6/28/1993,1.1,0.961,0.12,-0.47
6/29/1993,11.76891477,26.13263038,54.47733158,19.11823651,15.83219178,31.97959799,9.695259644,50.70265297,40.79006424,23.94482016,105.2480754,6/29/1993,1.1,-0.199,-0.34,0.48
6/30/1993,11.89641134,25.51176875,55.39721147,20.08736371,15.35958904,32.16027368,9.535312467,51.39840121,42.04300137,23.80047764,105.3860407,6/30/1993,1.1,0.131,0.25,0.36
7/1/1993,11.89641134,24.12894058,56.47040468,20.08736371,15.12328767,31.7989223,9.387668919,50.18084179,41.62535566,23.67217317,105.21861,7/1/1993,1.1,-0.159,0.47,0.51
7/2/1993,11.76891477,23.90317271,56.11267361,18.11974182,15.12328767,31.97959799,9.080078194,48.96328237,41.06849472,23.52783066,104.7577127,7/2/1993,1.1,-0.439,-0.24,0.65
7/6/1993,11.89641134,23.02832224,56.47040468,20.08736371,15.12328767,32.34094938,8.612540293,47.65875442,40.92927948,22.83819417,103.9968059,7/6/1993,1.1,-0.729,0.63,0.56
7/7/1993,11.89641134,23.90317271,56.11267361,18.61898917,15.12328767,32.34094938,8.772487469,48.70237678,40.2332033,23.11084116,104.1227182,7/7/1993,1.1,0.121,0.43,-0.49
7/8/1993,11.64141819,24.52403434,56.98144907,19.11823651,15.12328767,32.16027368,8.920131017,50.44174738,39.81555759,22.16459575,105.1071374,7/8/1993,1.1,0.941,-0.11,-0.71
7/9/1993,11.64141819,24.12894058,56.82813575,19.61748386,15.12328767,32.34094938,8.920131017,51.31143268,39.95477282,22.43724273,105.18179,7/9/1993,1.1,0.071,0.03,0.26
7/12/1993,11.76891477,24.01605665,56.98144907,19.61748386,14.8869863,32.70230077,9.227721742,49.31115649,40.09398806,23.38348814,105.3828791,7/12/1993,1.1,0.191,-0.15,0.16
7/13/1993,11.52372904,24.01605665,56.82813575,22.05498559,14.17808219,32.88297646,9.535312467,49.83296767,40.09398806,23.80047764,105.3417878,7/13/1993,1.1,-0.039,-0.18,0.36
7/14/1993,11.52372904,24.52403434,56.623718,21.0858584,14.41438356,33.24432785,9.535312467,50.61568444,40.92927948,23.67217317,105.7439056,7/14/1993,1.1,0.381,-0.13,0.14
7/15/1993,11.64141819,25.11667499,57.69691121,21.32079832,14.17808219,33.06365216,9.695259644,50.18084179,40.51163377,23.11084116,105.5336845,7/15/1993,1.1,-0.199,0.42,0.05
7/16/1993,11.39623246,24.63691828,57.90132897,20.08736371,13.94178082,32.88297646,9.387668919,50.61568444,40.65084901,22.43724273,104.819538,7/16/1993,1.1,-0.679,0.89,0.24
7/19/1993,11.16085417,24.38292943,57.90132897,20.08736371,13.94178082,32.52162507,9.695259644,50.70265297,40.65084901,22.43724273,104.6739401,7/19/1993,1.1,-0.139,0.52,-0.52
7/20/1993,10.54298614,24.27004549,57.90132897,19.61748386,14.17808219,32.34094938,9.842903192,52.44202357,41.06849472,23.11084116,104.9370017,7/20/1993,1.1,0.251,-0.3,-0.27
7/21/1993,10.425297,24.52403434,58.25906004,20.58661105,13.94178082,32.34094938,9.842903192,52.70292916,41.06849472,23.67217317,104.8541342,7/21/1993,1.1,-0.079,0.33,-0.04
7/22/1993,10.425297,24.52403434,58.05464228,19.61748386,13.70547945,32.34094938,9.842903192,51.6593068,40.79006424,24.07312462,104.2696348,7/22/1993,1.1,-0.559,0.31,0.05
7/23/1993,10.425297,24.52403434,58.05464228,19.61748386,13.70547945,32.16027368,9.842903192,51.31143268,40.65084901,22.16459575,104.7409528,7/23/1993,1.1,0.451,-0.44,-0.24
7/26/1993,10.17030384,24.52403434,58.25906004,20.08736371,13.70547945,31.7989223,9.695259644,51.92021239,40.2332033,22.16459575,105.3091369,7/26/1993,1.1,0.541,0.04,-0.11
7/27/1993,10.17030384,25.11667499,58.05464228,19.11823651,13.23287671,31.97959799,10.00285037,50.7896215,40.2332033,22.43724273,105.1102906,7/27/1993,1.1,-0.189,0.09,0.05
7/30/1993,9.925118119,25.22892828,57.90279928,19.11823651,12.62212856,31.79789573,10.00285037,50.45437648,40.37241853,21.71085718,104.7440951,7/30/1993,1.1,-0.349,0.48,0.39
8/2/1993,9.689739823,25.22892828,57.4978846,19.11823651,12.72310558,31.97959799,9.842903192,52.13060161,40.79006424,21.14589063,105.1754792,8/2/1993,1.1,0.411,0.01,-0.27
8/3/1993,10.0526147,25.3692449,56.99174125,19.11823651,12.62212856,31.97959799,9.535312467,52.21441287,41.48614042,21.14589063,105.1554978,8/3/1993,1.1,-0.019,-0.06,0.24
8/4/1993,10.29780042,25.22892828,57.14358425,19.57615834,13.13189968,32.34300251,9.387668919,51.3763003,42.32143184,21.42030295,105.1670655,8/4/1993,1.1,0.011,-0.02,0.23
8/5/1993,10.17030384,25.4814982,57.70034194,20.06270029,13.02929399,31.97959799,8.920131017,50.28675396,42.46064708,22.11440471,105.0524959,8/5/1993,1.1,-0.109,-0.32,-0.06
8/6/1993,9.925118119,25.3692449,58.05464228,20.06270029,13.02929399,31.97959799,8.920131017,49.36483014,42.73907755,21.71085718,105.2217666,8/6/1993,1.1,0.161,-0.31,0.15
8/9/1993,10.0526147,24.97635837,58.05464228,19.57615834,12.82571128,31.97959799,9.080078194,49.95150894,43.85279944,21.83999239,105.7291025,8/9/1993,1.1,0.481,0.11,-0.45
8/10/1993,10.54298614,24.38702856,58.76324297,19.83373938,12.92831697,31.97959799,9.080078194,50.20294271,43.57436897,22.11440471,105.5927999,8/10/1993,1.1,-0.129,0.47,0.3
8/11/1993,10.29780042,23.88188873,58.96570031,21.00716407,12.62212856,31.97959799,9.227721742,50.45437648,43.71358421,22.95378357,105.7417907,8/11/1993,1.1,0.141,0.26,-0.01
